"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"261818","Telor, Bukit","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"-1.2450000000000001","103.523","38",NA,"Subduction zone / Continental crust (>25 km)"
"261819","Masurai","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-2.5030000000000001","101.858","2916",NA,"Subduction zone / Continental crust (>25 km)"
"261820","Raja","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-4.83","104.08","1643",NA,"Subduction zone / Continental crust (>25 km)"
"261821","Pesagi","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-4.9233000000000002","104.14619999999999","2201",NA,"Unknown"
"261822","Sukadana Basalts","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Cluster","Fissure vent",NA,NA,"-5.25","105.65","300",NA,"Subduction zone / Continental crust (>25 km)"
"261823","Simacak, Uruk","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"3.2370000000000001","98.433000000000007","1908",NA,NA
"261824","Barus","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"3.2040000000000002","98.563999999999993","1969",NA,NA
"261858","Seulawah Inong","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"5.43","95.77","730",NA,"Unknown"
"261859","Melintang","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-0.32","100.67","2262",NA,"Subduction zone / Continental crust (>25 km)"
"261861","Tujuh","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-1.7","101.42","2732",NA,"Subduction zone / Continental crust (>25 km)"
"261862","Runcing","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-1.7549999999999999","101.627","1789",NA,"Subduction zone / Continental crust (>25 km)"
"261863","Isau-Isau","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-3.9670000000000001","103.643","1422",NA,"Subduction zone / Continental crust (>25 km)"
"261864","Nanti, Bukit","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-4.2","103.85","1619",NA,"Unknown"
"261865","Tanggamus","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-5.4269999999999996","104.675","2079",NA,"Unknown"
"263080","Wayang-Windu","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Minor","Lava dome",NA,NA,"-7.2130000000000001","107.637","2184","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263081","Malabar","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.1319999999999997","107.639","2307","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263110","Kendang","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.2450000000000001","107.709","2594","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263160","Putri, Gunung","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Minor","Lava dome",NA,NA,"-7.2690000000000001","107.973","1796","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263230","Ungaran","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.1875999999999998","110.3455","2033","Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)"
"263231","Telomoyo","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.3613","110.3998","1891","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263251","Muria","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.62","110.88","1625","Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)"
"263270","Wilis","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.8079999999999998","111.758","2563","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263275","Pandan","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Cone",NA,NA,"-7.4592000000000001","111.7997","908",NA,"Unknown"
"263292","Malang Plain","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Cluster","Maar(s)",NA,NA,"-8.0670000000000002","112.733","662","No Data (checked)","Subduction zone / Continental crust (>25 km)"
"263321","Lurus","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Complex",NA,NA,"-7.7389999999999999","113.58","507","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"263800","Endut","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.62","106.37","1297",NA,"Subduction zone / Continental crust (>25 km)"
"263801","Halimun","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.72","106.45","1929",NA,"Unknown"
"263802","Halimun-Talaga","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.8460000000000001","106.563","1741",NA,"Unknown"
"263803","Kancana","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.8970000000000002","107.041","1213",NA,"Unknown"
"263804","Tilu","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.1559999999999997","107.529","2042",NA,"Unknown"
"263806","Cakrabuana","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.03","108.13","1721",NA,"Subduction zone / Continental crust (>25 km)"
"263807","Lasem","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.68","111.52","806",NA,"Unknown"
"263808","Ringgit","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.72","113.85","1250",NA,"Unknown"
"263809","Kaledong","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Minor","Lava dome",NA,NA,"-7.0529999999999999","107.908","1235",NA,"Unknown"
"263810","Gede","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-5.93","106.07","595",NA,"Unknown"
"263811","Cibugis","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.5","106.57","613",NA,"Unknown"
"263812","Kendeng","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.7679999999999998","106.526","1732",NA,"Subduction zone / Continental crust (>25 km)"
"263813","Sanggabuana","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.58","107.22","1291",NA,"Unknown"
"263814","Kancana","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.32","107.63","2182",NA,"Unknown"
"263815","Mandalagiri","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.4","107.78","1831",NA,"Unknown"
"263816","Cikuray","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.3220000000000001","107.86","2784",NA,"Unknown"
"263817","Mandalawangi","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.0579999999999998","107.864","1631",NA,"Unknown"
"263818","Canlancang","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-6.9580000000000002","107.95","1651",NA,"Unknown"
"263819","Sedakeling","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.12","108.03","1676",NA,"Unknown"
"263820","Sawal","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.18","108.27","1764",NA,"Unknown"
"263821","Selokaki","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.83","112.35","1083",NA,"Unknown"
"263822","Argowayang","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-7.77","112.43","2198",NA,"Unknown"
"263823","Haruman","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Minor","Lava dome",NA,NA,"-7.0739999999999998","107.943","1195",NA,"Unknown"
"264070","Poco Leok","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-8.68","120.48","1675","Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown"
"264170","Ilimuda","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-8.4789999999999992","122.761","881","Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown"
"264200","Lereboleng","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Complex",NA,NA,"-8.3650000000000002","122.833","1111","Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown"
"264830","Merbuk","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.2260000000000009","114.65300000000001","1359",NA,"Subduction zone / Continental crust (>25 km)"
"264831","Patas","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.2609999999999992","114.81699999999999","1390",NA,"Subduction zone / Continental crust (>25 km)"
"264833","Seraja","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.3770000000000007","115.654","1142",NA,"Subduction zone / Continental crust (>25 km)"
"264834","Punikan","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.4700000000000006","116.13","1490",NA,"Unknown"
"264836","Lambuwu, Doro","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-8.3620000000000001","118.497","1602",NA,"Subduction zone / Continental crust (>25 km)"
"264837","Maria, Doro","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.4830000000000005","118.92400000000001","1423",NA,"Subduction zone / Continental crust (>25 km)"
"264838","Saboke, Doro","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.68","119.12","1000",NA,"Subduction zone / Continental crust (>25 km)"
"264839","Gilibanta","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano?",NA,NA,"-8.42","119.32","363",NA,"Subduction zone / Continental crust (>25 km)"
"264840","Otota, Doro","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.7200000000000006","119.42","518",NA,"Subduction zone / Continental crust (>25 km)"
"264841","Ora, Doro","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.75","119.67","668",NA,"Subduction zone / Continental crust (>25 km)"
"264842","Beliling","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Unknown","Unknown",NA,NA,"-8.6199999999999992","119.97","1153",NA,"Subduction zone / Continental crust (>25 km)"
"264843","Sangenges","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-8.58","117.122","1824",NA,NA
"264845","Tarowa","Indonesia","Sunda-Banda Volcanic Regions","Sunda Volcanic Arc","Caldera","Caldera",NA,NA,"-8.7040000000000006","118.161","755",NA,NA
"265030","Utara Wetar","Indonesia","Sunda-Banda Volcanic Regions","Inner Banda Volcanic Arc","Composite","Stratovolcano",NA,NA,"-6.6349999999999998","126.66","239","Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)"
"266070","Tondano Caldera","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Caldera","Caldera",NA,NA,"1.23","124.83","1202","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"267005","Biaro","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Unknown",NA,NA,"2.1027999999999998","125.36669999999999","310",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267012","Tahulandang","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Caldera","Caldera",NA,NA,"2.3532999999999999","125.4119","782",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267019","Tamata","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"2.7183000000000002","125.3823","1088",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267022","Makalehi","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"2.7364000000000002","125.16759999999999","181",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267036","Kalama","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"3.2410000000000001","125.4635","344",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267060","Lipang","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"3.911","125.39","126",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267065","Napo Taroare","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"4.048","125.345","0",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267070","Kawalusu","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"4.2320000000000002","125.32899999999999","239",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267075","North Kawio","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Complex",NA,NA,"4.6840000000000002","125.468","109",NA,"Subduction zone / Oceanic crust (< 15 km)"
"267090","Kawio Barat","Indonesia","Western Pacific Volcanic Regions","Sangihe Volcanic Arc","Composite","Stratovolcano",NA,NA,"4.6749999999999998","125.08799999999999","-1874",NA,"Subduction zone / Oceanic crust (< 15 km)"
"268015","Mamuya","Indonesia","Western Pacific Volcanic Regions","Halmahera Volcanic Arc","Composite","Cone",NA,NA,"1.7825","127.9182","923",NA,"Subduction zone / Oceanic crust (< 15 km)"
"268064","Telaga","Indonesia","Western Pacific Volcanic Regions","Halmahera Volcanic Arc","Caldera","Caldera",NA,NA,"0.72250000000000003","127.42700000000001","712",NA,"Subduction zone / Oceanic crust (< 15 km)"
"268071","Tigalalu","Indonesia","Western Pacific Volcanic Regions","Halmahera Volcanic Arc","Composite","Stratovolcano",NA,NA,"7.0000000000000007E-2","127.42","422","Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)"
"268072","Amasing","Indonesia","Western Pacific Volcanic Regions","Halmahera Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"-0.52490000000000003","127.4956","1006","Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)"
"268073","Bibinoi","Indonesia","Western Pacific Volcanic Regions","Halmahera Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"-0.76100000000000001","127.72499999999999","932","Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)"
"268800","Hamiding","Indonesia","Western Pacific Volcanic Regions","Halmahera Volcanic Arc","Composite","Unknown",NA,NA,"1.62","127.82","1204",NA,"Subduction zone / Oceanic crust (< 15 km)"
"269010","Tawau Hills","Malaysia","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Cluster","Pyroclastic cone",NA,NA,"4.383","117.95","1077","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"269814","Mostyn","Malaysia","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Cluster","Fissure vent(s) ?",NA,NA,"4.5999999999999996","118.18","0",NA,"Intraplate / Continental crust (>25 km)"
"270010","Jolo","Philippines","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Cluster","Pyroclastic cone(s)",NA,NA,"6","121.125","811","Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown"
"271010","Balut","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Stratovolcano",NA,NA,"5.3979999999999997","125.376","840","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"271030","Apo","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Stratovolcano",NA,NA,"6.9889999999999999","125.26900000000001","2938","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"271050","Latukan","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Stratovolcano",NA,NA,"7.6539999999999999","124.438","2280","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"271061","Kalatungan","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Stratovolcano",NA,NA,"7.95","124.8","2824","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"271071","Malindang","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Stratovolcano",NA,NA,"8.2200000000000006","123.63","2404","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"271072","Balatukan","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Compound",NA,NA,"8.77","124.98","2450","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"271090","Paco-Maniayao","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Stratovolcano",NA,NA,"9.593","125.52","664","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"271800","Blit","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Unknown","Unknown",NA,NA,"6.9580000000000002","124.23","1198",NA,"Subduction zone / Continental crust (>25 km)"
"271801","Quezon","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Minor","Lava dome(s)",NA,NA,"6.58","124.62","652",NA,"Subduction zone / Continental crust (>25 km)"
"271802","Kitabud","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Unknown","Unknown",NA,NA,"7.2850000000000001","124.66200000000001","1167",NA,"Subduction zone / Continental crust (>25 km)"
"271803","Imbing","Philippines","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"7.68","123.23","700",NA,"Subduction zone / Continental crust (>25 km)"
"271804","Kaladis","Philippines","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Composite","Stratovolcano",NA,NA,"7.58","122.97","0",NA,"Subduction zone / Continental crust (>25 km)"
"271805","Ampiro","Philippines","Western Pacific Volcanic Regions","Mindanao Volcanic Province","Composite","Stratovolcano?",NA,NA,"8.3879999999999999","123.63","1532",NA,"Subduction zone / Continental crust (>25 km)"
"272010","Cuernos de Negros","Philippines","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Composite","Complex",NA,NA,"9.25","123.17","1862","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"272030","Mandalagan","Philippines","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Composite","Complex",NA,NA,"10.65","123.25","1885","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"272040","Silay","Philippines","Western Pacific Volcanic Regions","Negros-Sulu Volcanic Arc","Composite","Stratovolcano",NA,NA,"10.770099999999999","123.233","1510","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"272070","Mahagnao","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Stratovolcano",NA,NA,"10.8805","124.8651","834","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"272800","Nelangaapan","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Unknown","Unknown",NA,NA,"9.9320000000000004","125.27","687",NA,"Subduction zone / Continental crust (>25 km)"
"272801","Ilihan","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Unknown","Unknown",NA,NA,"10.483000000000001","125.122","903",NA,"Subduction zone / Continental crust (>25 km)"
"272802","Alto","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Compound",NA,NA,"11.108000000000001","124.75","1350",NA,"Subduction zone / Continental crust (>25 km)"
"272803","Cancajanag","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Minor","Lava dome(s)",NA,NA,"11.07","124.78","900",NA,"Subduction zone / Continental crust (>25 km)"
"272804","Maripipi","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Unknown","Unknown",NA,NA,"11.8","124.33","924",NA,"Subduction zone / Continental crust (>25 km)"
"272805","Hingatungan","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Stratovolcano",NA,NA,"10.593999999999999","125.101","796",NA,"Subduction zone / Continental crust (>25 km)"
"272806","Lobi","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Stratovolcano",NA,NA,"11.013","124.812","1302",NA,"Subduction zone / Continental crust (>25 km)"
"272807","Pacdahauan","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Unknown","Unknown",NA,NA,"11.404","124.509","628",NA,"Subduction zone / Continental crust (>25 km)"
"273020","Pocdol Mountains","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Compound",NA,NA,"13.05","123.958","1102","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273031","Masaraga","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.309900000000001","123.59780000000001","1294","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273044","Malindig","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.24","122.018","1157","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273080","Laguna Caldera","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Caldera","Caldera",NA,NA,"14.42","121.27","743","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273081","Mariveles","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"14.526999999999999","120.482","1388","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273082","Natib","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"14.72","120.4","1253","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273084","Arayat","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"15.2","120.742","1026","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"273085","Amorong Group","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Cluster","Volcanic field",NA,NA,"15.824999999999999","120.742","369","Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)"
"273086","Santo Tomas","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"16.329999999999998","120.55","2260","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"273800","Gate Mountains","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Unknown","Unknown",NA,NA,"12.6","123.997","559",NA,"Subduction zone / Continental crust (>25 km)"
"273801","Malinao","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.416","123.608","1548",NA,"Subduction zone / Continental crust (>25 km)"
"273802","Sangay","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Unknown","Unknown",NA,NA,"13.52","123.53","0",NA,"Subduction zone / Continental crust (>25 km)"
"273803","Cone-Culasi","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Cluster","Volcanic field",NA,NA,"13.92","123.02","959",NA,"Subduction zone / Continental crust (>25 km)"
"273804","Labo","Philippines","Western Pacific Volcanic Regions","Eastern Philippine Volcanic Arc","Composite","Compound",NA,NA,"14.02","122.792","1544",NA,"Subduction zone / Continental crust (>25 km)"
"273805","Dagit-Dagitan","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.53","121.078","364",NA,"Subduction zone / Continental crust (>25 km)"
"273806","Panay","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.723000000000001","120.893","501",NA,"Subduction zone / Continental crust (>25 km)"
"273807","Malepunyo","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.961499999999999","121.24679999999999","987",NA,"Subduction zone / Continental crust (>25 km)"
"273808","Anilao Hill","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"13.9","121.18","358",NA,"Subduction zone / Continental crust (>25 km)"
"273809","Cariliao","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"14.13","120.75","656",NA,"Subduction zone / Continental crust (>25 km)"
"273810","Corregidor","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Caldera","Caldera",NA,NA,"14.4","120.58","173",NA,"Subduction zone / Continental crust (>25 km)"
"274035","Balintang","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Stratovolcano",NA,NA,"19.9574","122.1442","115",NA,"Subduction zone / Crustal thickness unknown"
"274070","Diogo","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Compound",NA,NA,"20.708500000000001","121.9297","260",NA,"Subduction zone / Crustal thickness unknown"
"274075","Mabudis-Siayan","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Compound",NA,NA,"20.917400000000001","121.91070000000001","199",NA,"Subduction zone / Crustal thickness unknown"
"274080","Y'Ami-North","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Compound",NA,NA,"21.0868","121.94199999999999","213",NA,"Subduction zone / Crustal thickness unknown"
"274085","Hsiaolanyu","Taiwan","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Compound",NA,NA,"21.9529","121.6123","148",NA,"Subduction zone / Crustal thickness unknown"
